Country_Name;Country_Code;Region;Income_Group;Year;Internet_Users;GDP_Per_Capita;Electricity_Access;Electricity_Access_Rural;Electricity_Access_Urban;Broadband_Subscriptions;Life_Expectancy;Sec_Edu_Duration;Literacy_Female;Literacy_Male;Literacy_Total;Pop_0_14;Pop_15_64;Pop_65_Above;Pop_Female;Pop_Male;Pop_Total;Pop_Rural;Pop_Urban;Secondary_Education
China;CHN;East Asia & Pacific;Upper middle income;2017;54,3;14750,36583;100.0;100.0;100.0;2791,01;77248;6;7,7358E+15;8,54795E+15;;183531272,3;706659121,1;109809606,6;488610787,2;511389212,8;1396,215;0,00004204;57,96;6
China;CHN;East Asia & Pacific;Upper middle income;2018;59,2;16006,91312;100.0;100.0;100.0;2870,89;77744;6;7,7358E+15;8,54795E+15;;183284745,6;701553162,4;115162092;488794119,4;511205880,6;1402,76;0,040848;59152;6
China;CHN;East Asia & Pacific;Upper middle income;2019;64,0809;17262,1759;100.0;100.0;100.0;3156,11;77968;6;7,7358E+15;8,54795E+15;;181974813,8;6974115,265;120613659,7;488961197,2;511038802,8;1407,745;0,039692;60308;6
China;CHN;East Asia & Pacific;Upper middle income;2020;70,0528;17891,48029;100.0;100.0;100.0;3390,7;78077;6;95;98;97;179548374,6;693999249,3;126452376,1;489202370,3;510797629,7;1411,1;0,038572;61428;6
China;CHN;East Asia & Pacific;Upper middle income;2021;73,0532;20406,72966;100.0;100.0;100.0;3756,12;78211;6;7,7358E+15;8,54795E+15;;175818540,2;692124049,4;132057410,3;489501976,5;510498023,5;1412,36;0,037488;62512;6
China;CHN;East Asia & Pacific;Upper middle income;2022;75,6113;22509,63635;100.0;100.0;100.0;4137,36;78587;6;7,7358E+15;8,54795E+15;;171217997,6;690962699;13781930,35;48982505,73;51017494,27;1412,175;0,00003644;63,56;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2012;48,98;12093,07549;97.0;87.1;99.7;861,552;75597;6;7,7358E+15;8,54795E+15;;26263594,59;674426134;629379201,6;505270463,2;494729536,8;45,71581;0,021299;78701;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2013;51,7;12779,88658;97.8;90.1;99.8;983,199;75827;6;7,7358E+15;8,54795E+15;;25658665,09;677967037,1;654463120,3;505390421,6;494609578,4;46,151584;0,020939;79061;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2014;52,5681;13355,36242;97.8;89.9;99.8;1079,9;76043;6;94;94;94;250633611,2;681178419,7;681879691,1;505503729;494496271;46,565429;0,020585;79415;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2015;55,905;13332,0555;98.2;91.8;99.8;1176,45;76257;6;94;94;94;24489485,99;6840138,641;710912759,2;505607991;494392009;46,96994;0,020236;79764;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2016;58,1365;14026,83999;98.4;92.8;99.8;1246,48;76471;6;95;94;95;239158548,2;686955683,9;738857678,7;505692731,1;494307268,9;47,437512;0,019892;80108;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2017;62,2599;14400,61398;98.5;92.7;99.9;1315,37;76646;6;7,7358E+15;8,54795E+15;;233055636,1;69041951,44;765248495;50574410,57;494255894,3;48,131078;0,019554;80446;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2018;64,1264;15239,40495;98.5;92.6;99.9;1362,29;76748;6;95;95;95;226839423,7;694027046,6;791335297,7;505774728,9;494225271,1;49,024465;0,019222;80778;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2019;65,0069;16181,5909;99.4;97.1;100.0;1392,53;76752;6;95;95;95;221227454,9;696869318,6;819032265,1;505809661,5;494190338,5;49,907985;0,018896;81104;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2020;69,7953;15519,21017;99.7;98.5;100.0;1533,63;74769;6;96;95;96;216647057,9;698711687,7;846412544,3;505962828,6;494037171,4;50,629997;0,018575;81425;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2021;73,0284;17700,05968;100.0;100.0;100.0;1647,68;72,83;6;7,7358E+15;8,54795E+15;;212984499,2;699880002,6;871354982;506267404,7;493732595,3;51,188173;0,00001826;81,74;6
Colombia;COL;Latin America & Caribbean;Upper middle income;2022;72,7964;21111,04317;100.0;100.0;100.0;1700,75;73659;6;7,7358E+15;8,54795E+15;;209532806,4;700401630,8;900655628,1;506480331;493519669;51,737944;0,00001795;82,05;6
Comoros;COM;Sub-Saharan Africa;Lower middle income;2012;5,9753;2678,702628;69.3;63.1;85.1;18,089;61834;7;4,26373E+14;5,64798E+14;49,19614029;404986873,4;553455359,5;415577670,9;501269016,9;498730983,1;0,68163;0,071877;28123;7
Comoros;COM;Sub-Saharan Africa;Lower middle income;2013;6,5;2832,531215;69.4;62.5;87.0;18,673;62224;7;7,7358E+15;8,54795E+15;;401513230,9;55684957,82;416371908,6;500548699,2;499451300,8;0,696192;0,071777;28223;7
Comoros;COM;Sub-Saharan Africa;Lower middle income;2014;6,98;2937,611929;71.8;65.0;88.7;22,2487;62516;7;7,7358E+15;8,54795E+15;;399669010,3;558210266,3;421207234;499517921,2;500482078,8;0,711503;0,071662;28338;7
Comoros;COM;Sub-Saharan Africa;Lower middle income;2015;7,45916;2949,473422;74.1;67.6;90.5;22,0179;62896;7;7,7358E+15;8,54795E+15;;397896879,2;559251502;428516187,3;498546819,7;501453180,3;0,726682;0,00007153;28,47;7
Comoros;COM;Sub-Saharan Africa;Lower middle income;2016;7,93832;3139,051607;76.4;70.1;92.2;22,0293;63237;7;7,7358E+15;8,54795E+15;;395888187,4;56046719,81;436446144,9;497645404,5;502354595,5;0,741741;0,071381;28619;7
Comoros;COM;Sub-Saharan Africa;Lower middle income;2017;8,47817;3347,45653;78.7;72.6;93.9;21,7268;63625;7;7,7358E+15;8,54795E+15;;392775181,2;563103838,6;441209801,6;497158602,8;502841397,2;0,756669;0,071216;28784;7
Comoros;COM;Sub-Saharan Africa;Lower middle income;2019;16,3838;3312,749571;83.3;77.6;97.3;16,2476;64068;7;7,7358E+15;8,54795E+15;;385632448,4;569788374,5;445791771,4;496958979,3;503041020,7;0,786578;0,070836;29164;7
Comoros;COM;Sub-Saharan Africa;Lower middle income;2020;21,16321517;3261,594968;85.6;80.1;99.0;14,81;64166;7;7,7358E+15;8,54795E+15;;382677596,3;572645102,9;446773008,2;496956354,3;503043645,7;0,802163;0,00007062;29,38;7
Comoros;COM;Sub-Saharan Africa;Lower middle income;2021;27,33694319;3441,211556;87.9;82.9;100.0;15,0457;63417;7;7,7358E+15;8,54795E+15;;380040565,9;575402924,4;445565096,4;497021416;502978584;0,818174;0,070387;29613;7
Comoros;COM;Sub-Saharan Africa;Lower middle income;2022;;3709,900074;89.9;82.9;100.0;21,9375;63,68;7;5,687E+14;6,655E+14;61,70999908;377186557,5;578260536;445529065,4;497046229,4;502953770,6;0,834188;0,070136;29864;7
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2012;47,5;14463,74044;99.5;98.1;100.0;961,836;79283;5;7,7358E+15;8,54795E+15;;238829627,4;682454627,6;78715744,98;504760359;495239641;4,663934;0,026054;73946;5
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2013;45,96;15232,07715;99.6;98.4;99.9;1028,13;79403;5;7,7358E+15;8,54795E+15;;234234747,1;684238638;815266148,4;50476660,39;49523339,61;4,716147;;74,97;5
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2014;53;16393,80954;99.4;98.3;99.7;1083,12;78774;5;7,7358E+15;8,54795E+15;;229642578,7;685844637;845127843,5;504783706,9;495216293,1;4,767119;0,024059;75941;5
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2015;59,763;17525,14046;99.4;97.7;99.9;1159,51;79086;5;7,7358E+15;8,54795E+15;;225297805,3;687112504,4;875896902,9;504826756,3;495173243,7;4,818038;0,023138;76862;5
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2016;65,8804;19201,74532;99.5;98.5;99.8;1313,1;79459;5;7,7358E+15;8,54795E+15;;221206092,7;688045144,9;907487624,6;504885661,5;495114338,5;4,866998;0,022265;77735;5
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2017;71,5817;20499,34421;99.6;98.9;99.8;1514,38;79377;5;7,7358E+15;8,54795E+15;;217587215;688412507,8;940002772,1;504935197,7;495064802,3;4,913177;0,00002144;78,56;5
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2018;73,4797;21498,03507;99.7;98.9;99.9;1683,77;79484;5;9,41188E+13;8,54795E+15;;214468038,2;688109769,3;974221925,9;505009260,1;494990739,9;4,957818;0,00002066;79,34;5
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2019;81,2026;23339,60913;99.7;98.9;99.9;1809,63;79427;5;7,7358E+15;8,54795E+15;;211293168,5;687652107,3;10105472,42;50509615,56;49490384,44;4,999553;0,019924;80076;5
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2020;80,5302;22099,86781;99.9;99.7;99.9;1971,91;79277;5;7,7358E+15;8,54795E+15;;207362762;68778633,46;104850903,4;505233676;494766324;5,03432;0,019229;80771;5
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2021;82,749;24140,43416;100.0;100.0;99.8;2092,43;77023;5;9,81E+14;9,799E+14;98,04000092;202971746,5;688374526,6;108653726,9;505463354;494536646;5,059988;0,018575;81425;5
Costa Rica;CRI;Latin America & Caribbean;Upper middle income;2022;82,598;26691,51758;100.0;100.0;100.0;2175,76;77,32;5;7,7358E+15;8,54795E+15;;198396344,4;688983029,4;112620626,2;505675785;494324215;5,081765;0,017958;82042;5
Croatia;HRV;Europe & Central Asia;High income;2012;61,94;21619,07425;100.0;100.0;100.0;2158,19;7,69244E+14;8;7,7358E+15;8,54795E+15;;14956213,4;668433180,5;182004685,6;518714736,9;481285263,1;4,260368;0,044494;55506;8
Croatia;HRV;Europe & Central Asia;High income;2013;66,7476;22431,0268;100.0;100.0;100.0;2250,43;7,71268E+14;8;7,7358E+15;8,54795E+15;;14809621,21;667137862,5;184765925,4;518602215,1;481397784,9;4,233922;0,044294;55706;8
Croatia;HRV;Europe & Central Asia;High income;2014;68,5679;22706,62093;100.0;100.0;100.0;2333,19;7,7478E+14;8;7,7358E+15;8,54795E+15;;147005945,5;664871658,3;188122396,2;518499681,7;481500318,3;4,201598;0,044077;55923;8
Croatia;HRV;Europe & Central Asia;High income;2015;69,845;23750,94466;100.0;100.0;100.0;2357,26;7,72756E+14;8;7,7358E+15;8,54795E+15;;146226147,3;66146261,64;192311236,3;518430691,5;481569308,5;4,151725;0,043845;56155;8
Croatia;HRV;Europe & Central Asia;High income;2016;72,6973;25803,68701;100.0;100.0;100.0;2523,41;7,8022E+14;8;7,7358E+15;8,54795E+15;;145783086,4;657635720,2;196581193,5;51839660,31;48160339,69;4,106867;0,043597;56403;8
Croatia;HRV;Europe & Central Asia;High income;2017;67,0962;27886,86186;100.0;100.0;100.0;2686,51;7,78268E+14;8;7,7358E+15;8,54795E+15;;145707982;652937585,8;201354432,2;518367326,9;481632673,1;4,041407;0,043333;56667;8
Croatia;HRV;Europe & Central Asia;High income;2018;75,2946;29787,25908;100.0;100.0;100.0;2801,56;7,80707E+14;8;7,7358E+15;8,54795E+15;;145666392;647650804,9;206682803;518365322,8;481634677,2;3,988775;0,043053;56947;8
Croatia;HRV;Europe & Central Asia;High income;2019;79,0798;33063,08123;100.0;100.0;100.0;2896,83;7,84244E+14;8;7,7358E+15;8,54795E+15;;145349944,9;642827891,1;211822163,9;518333386;481666614;3,94939;0,042758;57242;8
Croatia;HRV;Europe & Central Asia;High income;2020;78,3209;31594,70088;100.0;100.0;100.0;2607,45;7,77244E+14;8;7,7358E+15;8,54795E+15;;14451772,12;638820518,6;216661760,2;518237168,9;481762831,1;3,914206;0,042447;57553;8
Croatia;HRV;Europe & Central Asia;High income;2021;81,254;36914,11504;100.0;100.0;100.0;2671,58;7,64244E+14;8;9,924E+14;9,969E+14;99,44999695;143800403,1;63519292,36;221006673,3;518148300,1;481851699,9;3,878981;0,042122;57878;8
Croatia;HRV;Europe & Central Asia;High income;2022;82,0716;41928,92304;100.0;100.0;100.0;2765,86;7,75756E+14;8;7,7358E+15;8,54795E+15;;143009249,7;632143699;224847051,2;517996420,3;482003579,7;3,855641;0,041781;58219;8
Cuba;CUB;Latin America & Caribbean;Upper middle income;2012;21,2;;98.3;92.7;100.0;4,43504;77833;6;100;100;100;173160675,1;694125956;132713368,9;503545508,2;496454491,8;11,303175;0,023219;76781;6
Cuba;CUB;Latin America & Caribbean;Upper middle income;2019;67,9708;;99.8;99.5;99.9;163,112;77611;6;9,63534E+14;9,90333E+14;97,65490723;159515574,9;686787371,4;153697053,7;50487518,98;49512481,02;11,202846;0,022891;77109;6
Cuba;CUB;Latin America & Caribbean;Upper middle income;2021;67,6435;;100.0;100.0;100.0;267,323;73683;6;9,97171E+14;9,96285E+14;99,67311096;157659497,8;684894721,7;157445780,5;505701856;494298144;11,122168;0,022708;77292;6
Cyprus;CYP;Europe & Central Asia;High income;2012;60,6899;31922,30664;100.0;100.0;100.0;2547,41;80109;6;7,7358E+15;8,54795E+15;;163965584,3;718250518,9;117783896,8;494162499,3;505837500,7;1,165397;0,032739;67261;6
Cyprus;CYP;Europe & Central Asia;High income;2013;65,4548;30450,125;100.0;100.0;100.0;2671,27;80402;6;7,7358E+15;8,54795E+15;;162170209,4;717655281,9;120174508,7;494428982,3;505571017,7;1,183895;0,032863;67137;6
Cyprus;CYP;Europe & Central Asia;High income;2014;69,3287;30168,91602;100.0;100.0;100.0;2876,16;80771;6;7,7358E+15;8,54795E+15;;160713030,2;716676353,5;122610616,3;494661761,8;505338238,2;1,201801;0,032969;67031;6
Cyprus;CYP;Europe & Central Asia;High income;2015;71,7157;31920,00977;100.0;100.0;100.0;3072,5;80966;6;7,7358E+15;8,54795E+15;;159803821,5;715197152,3;12499902,62;494875777,2;505124222,8;1,219502;0,033054;66946;6
Cyprus;CYP;Europe & Central Asia;High income;2016;75,9002;35877,10156;100.0;100.0;100.0;3257,87;81056;6;7,7358E+15;8,54795E+15;;159428912,1;71326455,76;127306530,3;49508654,42;50491345,58;1,237112;0,033119;66881;6
Cyprus;CYP;Europe & Central Asia;High income;2017;80,7432;38411,41406;100.0;100.0;100.0;3421,5;81328;6;7,7358E+15;8,54795E+15;;159324646;71117190,76;129503446,4;495291702,4;504708297,6;1,254275;0,033164;66836;6
Cyprus;CYP;Europe & Central Asia;High income;2018;84,4336;40922,73828;100.0;100.0;100.0;3581,08;81382;6;7,7358E+15;8,54795E+15;;159248074,4;70908704,59;131664879,6;495453425,8;504546574,2;1,270737;0,00003319;66,81;6
Cyprus;CYP;Europe & Central Asia;High income;2019;86,0636;45115,05859;100.0;100.0;100.0;3677,53;81397;6;7,7358E+15;8,54795E+15;;159283857,6;706890608,8;133825533,6;4955750,149;5044249,851;1,286671;0,033195;66805;6
Cyprus;CYP;Europe & Central Asia;High income;2020;90,8019;43352,28125;100.0;100.0;100.0;3706,25;81391;6;7,7358E+15;8,54795E+15;;159491955,3;704395285,8;136112758,9;49575426,49;50424573,51;1,302247;0,033179;66821;6
Cyprus;CYP;Europe & Central Asia;High income;2021;90,7595;49929,83984;100.0;100.0;100.0;3766,71;81203;6;9,915E+14;9,958E+14;99,36000061;159894588,1;701591161,1;138514250,8;495985752,8;504014247,2;1,317309;0,033144;66856;6
Cyprus;CYP;Europe & Central Asia;High income;2022;89,601;56948,875;100.0;100.0;100.0;3789,98;81889;6;7,7358E+15;8,54795E+15;;16033258,97;698887987,6;140779422,7;496139687,8;503860312,2;1,33137;0,033089;66911;6
Czechia;CZE;Europe & Central Asia;High income;2012;73,43;29465,6074;100.0;100.0;100.0;2528,69;7,80756E+14;8;7,7358E+15;8,54795E+15;;147594799,3;687404703,5;165000497,3;508897831,8;491102168,2;10,510785;0,026803;73197;8
Czechia;CZE;Europe & Central Asia;High income;2013;74,1104;31013,00829;100.0;100.0;100.0;2717,27;7,81756E+14;8;7,7358E+15;8,54795E+15;;149260797,7;679917611,4;170821590,9;508645713,1;491354286,9;10,514272;0,00002671;73,29;8
Czechia;CZE;Europe & Central Asia;High income;2014;74,2317;32743,48977;100.0;100.0;100.0;2847,54;7,88244E+14;8;7,7358E+15;8,54795E+15;;150964291,9;672980768,5;176054939,6;508400313,9;491599686,1;10,525347;0,026616;73384;8
Czechia;CZE;Europe & Central Asia;High income;2015;75,6688;34093,02806;100.0;100.0;100.0;2799,8;7,8578E+14;8;7,7358E+15;8,54795E+15;;152736021;666295181,3;180968797,7;508140260,9;491859739,1;10,546059;0,026523;73477;8
Czechia;CZE;Europe & Central Asia;High income;2016;76,4812;36445,04857;100.0;100.0;100.0;2914,91;7,90268E+14;8;7,7358E+15;8,54795E+15;;15444687,92;659601528,6;185951592,2;507882302,5;492117697,5;10,566332;0,00002643;73,57;8
Czechia;CZE;Europe & Central Asia;High income;2017;78,7192;39346,03056;100.0;100.0;100.0;2984,53;7,8978E+14;8;7,7358E+15;8,54795E+15;;156139377,5;653001802,5;19085882;507640014;492359986;10,594438;0,026325;73675;8
Czechia;CZE;Europe & Central Asia;High income;2018;80,6882;41638,18311;100.0;100.0;100.0;3055,13;7,90293E+14;8;7,7358E+15;8,54795E+15;;157768550,5;646915656,1;195315793,4;507407523,6;492592476,4;10,629928;0,026208;73792;8
Czechia;CZE;Europe & Central Asia;High income;2019;80,8669;45614,01711;100.0;100.0;100.0;3543,02;7,92293E+14;8;7,7358E+15;8,54795E+15;;159113632,3;641400490,3;199485877,4;507198806,2;492801193,8;10,67187;0,026079;73921;8
Czechia;CZE;Europe & Central Asia;High income;2020;81,3389;44839,48221;100.0;100.0;100.0;3644,91;7,81756E+14;8;7,7358E+15;8,54795E+15;;160028177,9;637032085,7;202939736,4;507054842,6;492945157,4;10,697858;0,025939;74061;8
Czechia;CZE;Europe & Central Asia;High income;2021;82,6706;49995,70482;100.0;100.0;100.0;3749,85;7,7222E+14;8;7,7358E+15;8,54795E+15;;160689157,6;633939300,7;205371541,7;507042895,5;492957104,5;10,505772;0,025786;74214;8
Czechia;CZE;Europe & Central Asia;High income;2022;84,5401;53706,49475;100.0;100.0;100.0;3771,37;7,90293E+14;8;7,7358E+15;8,54795E+15;;159477001;635339892,5;205183106,5;506982339,2;493017660,8;10,672118;0,025623;74377;8
Denmark;DNK;Europe & Central Asia;High income;2012;92,26;44755,16243;100.0;100.0;100.0;3897,67;8,00512E+14;6;7,7358E+15;8,54795E+15;;175611349;648353207,7;176035443,3;504135880,4;495864119,6;5,591572;0,012858;87142;6
Denmark;DNK;Europe & Central Asia;High income;2013;94,6297;46869,19329;100.0;100.0;100.0;4046,78;80,3;6;7,7358E+15;8,54795E+15;;173294991,9;646171531,2;180533476,9;503921762,8;496078237,2;5,614932;0,012708;87292;6
Denmark;DNK;Europe & Central Asia;High income;2014;95,9935;47879,59556;100.0;100.0;100.0;4149,26;80,7;6;7,7358E+15;8,54795E+15;;171096783,5;644747664,4;184155552,1;503573128,3;496426871,7;5,643475;;87,41;6
Denmark;DNK;Europe & Central Asia;High income;2015;96,3305;48897,20998;100.0;100.0;100.0;4231,33;8,07024E+14;6;7,7358E+15;8,54795E+15;;169156945,4;643803658,9;187039395,6;503048277,9;496951722,1;5,683483;0,012474;87526;6
Denmark;DNK;Europe & Central Asia;High income;2016;96,9678;51820,95213;100.0;100.0;100.0;4296,99;8,08537E+14;6;7,7358E+15;8,54795E+15;;167748652,7;642825644,6;189425702,8;502621154,5;497378845,5;5,72801;0,012358;87642;6
Denmark;DNK;Europe & Central Asia;High income;2017;97,0994;55271,5976;100.0;100.0;100.0;4356,98;8,11024E+14;6;7,7358E+15;8,54795E+15;;166698524,7;641478791,3;191822684,1;502474862,8;497525137,2;5,76498;0,012243;87757;6
Denmark;DNK;Europe & Central Asia;High income;2018;97,3192;57233,62317;100.0;100.0;100.0;4376,91;8,09537E+14;6;7,7358E+15;8,54795E+15;;16552020,17;640075911,9;194403886,4;50244449,95;49755550,05;5,793636;0,012126;87874;6
Denmark;DNK;Europe & Central Asia;High income;2019;98,0464;60594,9664;100.0;100.0;100.0;4362,3;8,14512E+14;6;7,7358E+15;8,54795E+15;;164286530,6;638569667,1;197143802,3;502466714,1;497533285,9;5,814422;0,012006;87994;6
Denmark;DNK;Europe & Central Asia;High income;2020;96,5491;62682,28995;100.0;100.0;100.0;4441,86;8,16024E+14;6;7,7358E+15;8,54795E+15;;163064495,9;636927358,7;200008145,4;502559877,1;497440122,9;5,831404;0,011884;88116;6
Denmark;DNK;Europe & Central Asia;High income;2021;98,8659;70342,3173;100.0;100.0;100.0;4495,98;8,14049E+14;6;7,7358E+15;8,54795E+15;;161739311,7;635779425,8;202481262,5;502485497,1;497514502,9;5,856733;;88,24;6
Denmark;DNK;Europe & Central Asia;High income;2022;97,8601;78300,11185;100.0;100.0;100.0;4482,37;8,13049E+14;6;7,7358E+15;8,54795E+15;;160362862,1;635629737,1;204007400,8;502644291,7;497355708,3;5,903037;0,011633;88367;6
Djibouti;DJI;Middle East & North Africa;Lower middle income;2013;12,7;3759,294719;58.6;32.5;66.4;179,778;61221;7;7,7358E+15;8,54795E+15;;350719341,4;609950808,5;393298501,4;503164521,6;496835478,4;0,984824;0,022778;77222;7
Djibouti;DJI;Middle East & North Africa;Lower middle income;2014;17;3967,671131;58.9;2025-08-30 00:00:00;67.1;200,475;61641;7;7,7358E+15;8,54795E+15;;345776851,4;613899228,8;403239197,5;50325066,79;49674933,21;1,002717;0,022686;77314;7
Djibouti;DJI;Middle East & North Africa;Lower middle income;2015;22,9;4263,962889;59.1;2025-01-29 00:00:00;67.9;236,839;61957;7;7,7358E+15;8,54795E+15;;340336739,8;618426404,4;412368557,5;503349955,7;496650044,3;1,020313;0,022583;77417;7
Djibouti;DJI;Middle East & North Africa;Lower middle income;2016;30,8;4431,565886;59.8;2025-05-29 00:00:00;68.6;233,941;62191;7;7,7358E+15;8,54795E+15;;334449474;623549009,2;420015168,8;50344913,32;49655086,68;1,037653;0,022472;77528;7
Djibouti;DJI;Middle East & North Africa;Lower middle income;2018;58;5083,114389;62.4;33.6;70.6;237,974;63038;7;7,7358E+15;8,54795E+15;;321897373;634764834,2;433377927,8;503647319,7;496352680,3;1,071882;0,022223;77777;7
Djibouti;DJI;Middle East & North Africa;Lower middle income;2019;59,342;5398,004192;64.7;40.3;71.6;224,266;63085;7;7,7358E+15;8,54795E+15;;315752877,9;640188976,1;44058145,93;503745717,4;496254282,6;1,088709;0,022085;77915;7
Djibouti;DJI;Middle East & North Africa;Lower middle income;2020;62,5104;5599,100761;64.5;35.8;72.6;226,685;62694;7;7,7358E+15;8,54795E+15;;310085564,6;645163698,3;447507370,9;503869929,8;496130070,2;1,105188;0,021938;78062;7
Djibouti;DJI;Middle East & North Africa;Lower middle income;2021;64,0414;5947,860884;65.4;36.6;73.5;139,113;62305;7;7,7358E+15;8,54795E+15;;304978470,4;649610969,2;454105603,8;50400847,63;49599152,37;1,121248;0,021783;78217;7
Djibouti;DJI;Middle East & North Africa;Lower middle income;2022;65,0322;6517,375893;65.0;36.6;72.8;141,246;62859;7;7,7358E+15;8,54795E+15;;300233665,4;653492757;462735776;504124541,8;495875458,2;1,137096;0,00002162;78,38;7
Dominica;DMA;Latin America & Caribbean;Upper middle income;2020;75,6567;13577,82665;100.0;100.0;100.0;2706,11;73649;5;7,7358E+15;8,54795E+15;;188462847,6;689683749,4;1218534,03;498320335;501679665;0,067573;0,00002891;71,09;5
Dominica;DMA;Latin America & Caribbean;Upper middle income;2021;82,3506;15594,28535;100.0;100.0;100.0;2095,62;72814;5;7,7358E+15;8,54795E+15;;185254903,1;690634207,3;124110889,6;49837060,85;50162939,15;0,067202;0,028605;71395;5
Dominica;DMA;Latin America & Caribbean;Upper middle income;2022;83,3767;17738,11449;100.0;100.0;100.0;2086,01;72981;5;7,7358E+15;8,54795E+15;;182928927,9;691215311,3;12585576,08;498728040;501271960;0,066826;;71,7;5
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2012;42,32;11799,9382;97.9;92.3;99.7;480,244;72514;6;90;90;90;301423348,1;64572136,13;52855290,61;500893657,7;499106342,3;10,070411;0,024198;75802;6
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2013;45,9;12439,06152;98.4;93.4;99.9;516,69;72713;6;91;90;91;298367468,8;647350689,7;54281841,5;501075110,8;498924889,2;10,193833;0,023251;76749;6
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2014;49,58;13498,07093;98.5;93.6;99.9;581,644;72867;6;92;91;92;295305305,5;648892119,2;558025752,9;501236097,7;498763902,3;10,315528;0,00002233;77,67;6
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2015;54,2158;14845,41063;98.6;93.9;99.8;657,516;72953;6;92;92;92;291898698,1;650659009,4;574422925,4;501368014,6;498631985,4;10,434829;0,021434;78566;6
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2016;63,8709;16314,8921;98.9;95.0;99.9;721,471;72987;6;94;94;94;288385095,1;652322228;592926768,8;501506952,3;498493047,7;10,55143;0,020564;79436;6
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2017;67,5712;17043,87231;100.0;100.0;99.7;769,279;73063;6;7,7358E+15;8,54795E+15;;285092271,4;653577258,1;613304705,1;50164842,59;49835157,41;10,666843;0,019723;80277;6
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2018;74,822;18113,53918;98.9;95.9;99.6;798,202;73232;6;7,7358E+15;8,54795E+15;;282130950,3;654341030,7;635280190,4;501769421,7;498230578,3;10,782053;0,018926;81074;6
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2019;79,7155;19721,36093;99.0;96.3;99.6;853,57;73577;6;8,73727E+13;8,54795E+15;;279439906,8;654731826,6;658282666,1;501891033,3;498108966,7;10,894043;0,018172;81828;6
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2020;81,6173;19070,38118;100.0;100.0;100.0;937,345;72889;6;7,7358E+15;8,54795E+15;;276825804,2;655074489,2;680997065,9;502108136,6;497891863,4;11,0083;0,00001746;82,54;6
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2021;85,243;21912,25896;98.1;94.8;98.8;1031,95;72615;6;7,7358E+15;8,54795E+15;;274364069;655342478,2;702934528;502383157,9;497616842,1;11,123476;0,016787;83213;6
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2022;84,3832;24379,87335;98.1;95.0;98.8;1067,44;74,17;6;9,56E+14;9,54E+14;95,5;271919594,6;655209074,3;728713311,6;502595823,2;497404176,8;11,230734;0,016152;83848;6
Ecuador;ECU;Latin America & Caribbean;Upper middle income;2012;35,1351;10244,51778;97.2;93.1;99.6;541,802;76062;6;91;93;92;305167627,6;633757966,3;610744060,9;500523978,8;499476021,2;15,572194;0,037012;62988;6
Ecuador;ECU;Latin America & Caribbean;Upper middle income;2013;40,2791;11295,61278;98.0;95.4;99.5;669,605;76369;6;92;94;93;300653486,9;636707396,7;626391164,4;500515653,4;499484346,6;15,807128;0,036875;63125;6
Ecuador;ECU;Latin America & Caribbean;Upper middle income;2014;45,5904;11835,60913;99.0;97.5;99.8;822,96;76622;6;93;95;94;295684264,9;639831016;644847191,6;500492356,7;499507643,3;16,035124;0,036739;63261;6
Ecuador;ECU;Latin America & Caribbean;Upper middle income;2015;48,9404;10877,75075;98.8;97.0;99.9;914,528;76789;6;93;96;94;290480335,8;643119900,3;663997639,3;500462031;499537969;16,266225;0,036602;63398;6
Ecuador;ECU;Latin America & Caribbean;Upper middle income;2016;54,0629;10881,48907;98.7;96.8;99.8;975,203;76763;6;93;95;94;285021025,4;646722079,9;682568946,6;500432077,5;499567922,5;16,505139;0,036466;63534;6
