Country_Name,Country_Code,Region,Income_Group,Year,Internet_Users,GDP_Per_Capita,Electricity_Access,Electricity_Access_Rural,Electricity_Access_Urban,Broadband_Subscriptions,Life_Expectancy,Sec_Edu_Duration,Literacy_Female,Literacy_Male,Literacy_Total,Pop_0_14,Pop_15_64,Pop_65_Above,Pop_Female,Pop_Male,Pop_Total,Pop_Rural,Pop_Urban,Secondary_Education,clusters
Bhutan,BTN,South Asia,Lower middle income,2014,30.3,9323.394489827175,91.4,86.4,99.5,340.713,70049.0,6,7735804398740220.0,8547946143266630.0,,27419201.939058,670640444.281068,551675363.283522,461850396.922825,538149603.077175,0.733139,0.062082,37918.0,6.0,0
Bhutan,BTN,South Asia,Lower middle income,2015,39.8,10213.81396304383,95.4,92.6,99.7,376.361,70343.0,6,7735804398740220.0,8547946143266630.0,,269546513.857346,674120801.816861,563326843.257928,461707031.550635,538292968.449365,0.740618,0.061322,38678.0,6.0,0
Bhutan,BTN,South Asia,Lower middle income,2016,46.5,11273.28237986656,99.3,99.0,99.9,220.481,70602.0,6,7735804398740220.0,8547946143266630.0,,264632300.438849,677742403.050814,576252965.103374,461481067.463957,538518932.536043,0.747866,0.060572,39428.0,6.0,0
Bhutan,BTN,South Asia,Lower middle income,2017,54.3,11677.41426867941,97.7,96.8,99.1,221.48,70847.0,6,57.0,75.0,67.0,258193811.896446,683439508.599965,583666795.035889,461647676.430233,538352323.569767,0.754335,0.059833,40167.0,6.0,0
Bhutan,BTN,South Asia,Lower middle income,2018,63.5,11969.56149730585,100.0,99.9,100.0,142.177,71129.0,6,7735804398740220.0,8547946143266630.0,,250023362.671584,691310007.515541,586666298.128749,462236659.567915,537763340.432085,0.759759,0.059105,40895.0,6.0,0
Bhutan,BTN,South Asia,Lower middle income,2019,74.1794,12909.10098322316,100.0,100.0,100.0,114.719,71391.0,6,7735804398740220.0,8547946143266630.0,,241635330.481261,699085018.252565,592796512.661737,462801294.413755,537198705.586245,0.764824,0.058388,41612.0,6.0,0
Bhutan,BTN,South Asia,Lower middle income,2020,76.8508,12475.0480046964,100.0,100.0,100.0,41.4153,71609.0,6,7735804398740220.0,8547946143266630.0,,233734542.328242,706085407.126698,601800505.450607,463370415.295465,536629584.704535,0.770006,0.057684,42316.0,6.0,0
Bhutan,BTN,South Asia,Lower middle income,2021,85.6369,13458.81266429255,100.0,100.0,100.0,36.4566,71815.0,6,7735804398740220.0,8547946143266630.0,,226702465.627646,712031146.127722,612663882.446322,463934117.574235,536065882.425765,0.775442,0.056992,43008.0,6.0,0
Bhutan,BTN,South Asia,Lower middle income,2022,86.8403,15063.81056978325,100.0,100.0,100.0,63.18240000000001,72229.0,6,639000015258789.0,791999969482422.0,72.0999984741211,220389.043871,717153414.362264,624575417.667363,464486486.348049,535513513.651951,0.780914,0.056314,43686.0,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2012,35.34,5866.984141684447,90.4,72.2,99.2,110.983,66705.0,6,92.0,97.0,94.0,336999861.256487,607689737.934521,553104008.089916,495574709.577686,504425290.422314,10.515807,0.032685,67315.0,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2013,36.99,6589.671455437988,89.5,68.5,99.5,144.251,67021.0,6,7735804398740220.0,8547946143266630.0,,333429034.063079,610995583.241264,555753826.956574,495727962.284862,504272037.715138,10.682608,0.032301,67699.0,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2014,34.6016,7047.201529253392,90.0,70.3,99.3,159.263,67163.0,6,7735804398740220.0,8547946143266630.0,,329798900.597052,614525672.376484,556754270.264645,495885016.049571,504114983.950429,10.848888,0.031953,68047.0,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2015,37.4868,7152.044650086706,91.5,74.3,99.5,164.281,67318.0,6,89.0,97.0,92.0,326203561.511634,618000754.445988,557956840.423779,49604315.322108,50395684.677892,11.014705,0.031607,68393.0,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2016,39.6975,7547.903767781264,91.8,74.9,99.5,257.235,67628.0,6,7735804398740220.0,8547946143266630.0,,322772200.889274,621216939.737896,560108593.728302,496203539.546757,503796460.453242,11.18002,0.031262,68738.0,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2017,43.8323,8510.266855561516,91.8,74.8,99.4,334.958,67701.0,6,7735804398740220.0,8547946143266630.0,,319477327.844666,6242532.837796,562693883.757342,496371441.287373,503628558.712627,11.344587,3.092e-05,69.08,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2018,44.2861,8952.587852831251,92.8,77.6,99.5,438.026,67748.0,6,7735804398740220.0,8547946143266630.0,,316221465.980233,627195359.063944,565831749.558234,496546165.364194,503453834.635806,11.508368,0.030575,69425.0,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2019,47.4748,9174.445634563355,95.1,84.9,99.5,639.917,67841.0,6,7735804398740220.0,8547946143266630.0,,312971112.127176,630065128.086121,569637597.867023,496723096.982655,503276903.017345,11.671386,0.030227,69773.0,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2020,59.9401,8293.991211844414,97.2,90.9,99.9,788.672,64467.0,6,91.0,97.0,94.0,310202276.101753,63326175.000896,565359738.892874,497299027.385817,502700972.614183,11.816299,0.029877,70123.0,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2021,65.9774,9454.198147263478,98.6,95.1,100.0,944.5740000000001,63.63,6,7735804398740220.0,8547946143266630.0,,307897110.747146,636895244.714713,55207644.538141,498218701.622469,501781298.377531,11.93736,0.029525,70475.0,6.0,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2022,73.2831,10371.9629040947,99.9,95.6,100.0,1099.75,64928.0,6,7735804398740220.0,8547946143266630.0,,304985263.912342,640223930.240519,547908058.471391,498743619.668705,501256380.331295,12.077154,2.917e-05,70.83,6.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2012,45.0645,10120.61964276471,99.7,99.5,100.0,1278.97,77191.0,8,7735804398740220.0,8547946143266630.0,,15124232.533953,690044599.438137,158713075.222333,524405106.872731,475594893.127269,3.670113,0.053801,46199.0,8.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2013,48.5213,10807.73870541917,99.5,99.1,100.0,1429.31,76.33,8,95.0,99.0,97.0,147763039.210337,689007380.238331,163229580.551331,524642751.212385,475357248.787615,3.610859,0.053481,46519.0,8.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2014,49.9177,11167.07244656242,99.9,99.9,100.0,1521.55,75659.0,8,7735804398740220.0,8547946143266630.0,,14485393.268513,687408428.286462,167737639.028408,524725028.886379,475274971.113621,3.564829,5.316e-05,46.84,8.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2015,52.6,11844.64508604839,99.7,99.4,100.0,1804.69,76182.0,8,7735804398740220.0,8547946143266630.0,,142790171.095089,684674654.164134,172535174.740777,524755289.195152,475244710.804848,3.518541,0.052827,47173.0,8.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2016,60.2565,12898.8832854666,100.0,100.0,100.0,1907.48,76808.0,8,7735804398740220.0,8547946143266630.0,,141154787.369893,681126823.098051,177718389.532056,524719961.370606,475280038.629394,3.473003,0.052482,47518.0,8.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2017,64.892,13625.82268897386,100.0,100.0,100.0,2042.61,76935.0,8,7735804398740220.0,8547946143266630.0,,139625205.891767,676985985.141523,18338880.896671,524556513.390127,475443486.609873,3.428682,0.052124,47876.0,8.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2018,70.1201,14857.58025138065,100.0,100.0,100.0,2115.05,77093.0,8,7735804398740220.0,8547946143266630.0,,138188367.286684,672051520.519634,189760112.193682,52453646.294656,47546353.705344,3.387,0.051755,48245.0,8.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2019,69.9463,16428.19489573792,100.0,100.0,100.0,2229.5,77241.0,8,7735804398740220.0,8547946143266630.0,,136840676.806954,666702435.755379,196456887.437667,524593839.008612,475406160.991388,3.345533,0.051374,48626.0,8.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2020,73.2118,16369.24869450454,100.0,100.0,100.0,2335.08,76225.0,8,7735804398740220.0,8547946143266630.0,,135633554.432472,66193927.015007,202427175.417457,524543478.122502,475456521.877498,3.299349,5.098e-05,49.02,8.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2021,75.6762,18544.07593326514,100.0,100.0,100.0,2458.91,75.3,8,7735804398740220.0,8547946143266630.0,,134819559.571421,658403513.813568,206776926.615011,524378195.005837,475621804.994163,3.244907,0.050575,49425.0,8.0,0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2022,78.8455,21186.72819759608,100.0,100.0,100.0,2731.9,75293.0,8,970999984741211.0,994000015258789.0,98.3000030517578,133765050.071736,655202255.864793,211032694.063471,52440930.828176,47559069.171824,3.204802,0.050159,49841.0,8.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2012,16.0,12474.79251212696,56.0,,72.6,105.453,60.8,5,7735804398740220.0,8547946143266630.0,,341651267.549125,624265721.149389,340830113.014861,505400698.847016,494599301.152984,2.108617,0.035232,64768.0,5.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2013,30.0,13341.17700620045,58.0,,74.8,100.856,61996.0,5,874512100219727.0,861221389770508.0,86.8231811523438,343542071.278669,622125420.280681,343325084.406492,504630998.611191,495369001.388809,2.140682,0.034428,65572.0,5.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2014,36.7447,15003.31975183493,60.0,,76.8,153.266,62608.0,5,7735804398740220.0,8547946143266630.0,,344119410.104031,621027474.581546,348531153.144227,503902547.049022,496097452.950978,2.172044,0.033632,66368.0,5.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2015,37.3121,14143.69407337276,62.1,,79.6,167.228,63818.0,5,7735804398740220.0,8547946143266630.0,,343502371.244962,620886517.467422,356111112.876162,503220207.745383,496779792.254617,2.203273,0.032845,67155.0,5.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2016,39.363,16228.1231235664,64.2,,80.9,264.264,65464.0,5,7735804398740220.0,8547946143266630.0,,341854025.158232,621749030.271721,363969445.700474,50259533.841423,49740466.158577,2.234776,0.032067,67933.0,5.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2017,41.4138,15700.66504796411,67.4,31.0,84.0,143.086,66753.0,5,7735804398740220.0,8547946143266630.0,,339381942.492921,623471212.270271,371468452.368085,502043014.927111,497956985.072889,2.266747,,68.7,5.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2018,58.0,15785.81963378099,68.3,,85.5,174.169,65422.0,5,7735804398740220.0,8547946143266630.0,,336297773.820744,625862659.140957,378395670.382982,501573413.722777,498426586.277223,2.299141,0.030554,69446.0,5.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2019,64.8263,15960.01561439028,70.1,,88.0,210.301,65464.0,5,7735804398740220.0,8547946143266630.0,,332697635.547277,628846829.208051,384555352.446718,501187993.737787,498812006.262213,2.332083,0.029828,70172.0,5.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2020,67.4756,15292.30284201987,71.8,,90.6,358.604,65647.0,5,7735804398740220.0,8547946143266630.0,,328742396.899945,632353062.384254,389045407.158014,500900082.970785,499099917.029215,2.365894,0.029123,70877.0,5.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2021,75.2388,17961.35762184573,73.7,25.0,93.1,554.838,61141.0,5,7735804398740220.0,8547946143266630.0,,325854419.461985,63545526.112348,386903194.145347,500665017.656073,499334982.343927,2.401441,2.844e-05,71.56,5.0,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2022,77.3272,19977.65085342672,75.9,25.0,95.5,453.1920000000001,65913.0,5,7735804398740220.0,8547946143266630.0,,324232245.573215,636966233.949337,388015204.774475,500799625.557197,499200374.442803,2.439892,0.027776,72224.0,5.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2012,48.56,15198.08633212479,99.5,97.2,99.9,971.1510000000001,73552.0,7,92.0,91.0,91.0,237494519.491259,691357813.616712,711476668.920292,505611569.574271,494388430.425729,196.876111,0.015077,84923.0,7.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2013,51.04,15722.33352546976,99.6,97.5,99.9,1076.22,73918.0,7,92.0,91.0,91.0,232696192.059022,693600959.635388,737028483.055902,505814532.398829,494185467.601171,198.478299,0.014791,85209.0,7.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2014,54.551,15827.3081625514,99.7,97.9,99.9,1197.91,74306.0,7,92.0,91.0,92.0,228142776.949133,695321464.348522,765357587.023447,506012423.402165,493987576.597835,200.085127,0.014508,85492.0,7.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2015,58.328,14821.43831819499,99.7,98.2,100.0,1263.54,74332.0,7,92.0,92.0,92.0,224022029.603472,696409897.160951,795680732.355772,506199624.125947,493800375.874053,201.675532,1.423e-05,85.77,7.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2016,60.8725,14309.20614732971,99.7,98.5,99.9,1321.77,74442.0,7,93.0,93.0,93.0,220157734.610601,697156525.862543,826857395.268557,506393716.457776,493606283.542224,203.218114,0.013958,86042.0,7.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2017,67.4713,14559.04888947939,99.8,99.2,99.9,1412.18,74827.0,7,93.0,93.0,93.0,216593948.870768,697489521.976535,85916529.152697,506594925.617422,493405074.382578,204.703445,0.013691,86309.0,7.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2018,70.4343,15463.74263960972,99.7,98.4,99.9,1515.38,75109.0,7,93.0,93.0,93.0,213525316.348572,697196181.499875,892785021.515533,506788249.444545,493211750.555455,206.107261,0.013431,86569.0,7.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2019,73.9124,16069.83801635005,99.8,98.5,100.0,1586.22,75338.0,7,7735804398740220.0,8547946143266630.0,,210598118.773538,696671137.738846,927307434.876159,5069749.791448,4930250.208552,207.455459,0.013176,86824.0,7.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2020,81.3427,16101.61830507703,99.7,98.7,99.9,1741.81,74009.0,7,7735804398740220.0,8547946143266630.0,,207566949.222876,696446402.012395,959866487.647293,507121357.695272,492878642.304728,208.660842,0.012927,87073.0,7.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2021,80.6899,18075.70600631076,99.5,97.3,99.8,1983.63,72.75,7,7735804398740220.0,8547946143266630.0,,204706372.304111,696182628.596073,991109990.998152,507342781.394523,492657218.605477,209.550294,0.012683,87317.0,7.0,0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2022,80.5278,19876.85335468866,100.0,97.3,100.0,2152.7,73425.0,7,949199981689453.0,944499969482422.0,94.6900024414062,202024769.910192,695457382.256878,10251784.783293,5076282.623143,4923717.376857,210.306415,0.012445,87555.0,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2012,60.2731,87256.0422331538,100.0,100.0,100.0,489.426,74827.0,7,7735804398740220.0,8547946143266630.0,,248750790.580351,715334361.550117,359148478.695324,47184982.628829,52815017.371171,0.405557,0.024344,75656.0,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2013,64.5,83237.14709182378,100.0,100.0,100.0,670.157,74799.0,7,7735804398740220.0,8547946143266630.0,,244727652.102859,717757938.920531,3751440.897661,471284186.360961,528715813.639039,0.411202,0.024003,75997.0,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2014,68.77,81225.54847817695,100.0,100.0,100.0,726.071,74779.0,7,7735804398740220.0,8547946143266630.0,,240360839.399113,72023548.861969,394036719.811974,470737852.429514,529262147.570486,0.41675,0.023668,76332.0,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2015,71.2,62707.82635824275,100.0,100.0,100.0,815.3489999999999,74.75,7,7735804398740220.0,8547946143266630.0,,235771645.253623,722660325.453002,415680292.933755,470209278.750959,529790721.249041,0.422212,0.023337,76663.0,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2016,90.0,56679.51857513062,100.0,100.0,100.0,844.7860000000001,74733.0,7,7735804398740220.0,8547946143266630.0,,231364193.430691,724604971.419483,440308351.498255,469700442.506853,530299557.493147,0.427564,,76.99,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2017,94.8667,61657.68028097443,100.0,100.0,100.0,949.045,74722.0,7,7735804398740220.0,8547946143266630.0,,227212019.261875,726002375.384729,467856053.533962,469212425.942529,530787574.057471,0.432772,0.022688,77312.0,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2018,95.0,65148.82645203821,100.0,100.0,100.0,1129.53,74712.0,7,7735804398740220.0,8547946143266630.0,,223246640.376694,726994274.907237,497590847.160694,468729514.468638,531270485.531362,0.43781,0.022371,77629.0,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2019,95.0,69353.6798666178,100.0,100.0,100.0,1224.25,74748.0,7,7735804398740220.0,8547946143266630.0,,219466657.630794,727649769.585253,528835727.839523,468254721.243336,531745278.756664,0.44268,0.022058,77942.0,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2020,95.0503,69787.96333936049,100.0,100.0,100.0,1588.68,74795.0,7,7735804398740220.0,8547946143266630.0,,215994063.524313,727870926.356186,561350101.195006,467810899.792804,532189100.207196,0.447404,2.175e-05,78.25,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2021,95.6225,78248.79711014537,100.0,100.0,100.0,1758.1,74642.0,7,968600006103516.0,982600021362305.0,97.5899963378906,213389695.619304,727380094.549616,592302098.310792,467811918.887807,532188081.112193,0.451721,0.021446,78554.0,7.0,0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2022,98.9704,81801.74590827925,100.0,100.0,100.0,1980.5,74551.0,7,7735804398740220.0,8547946143266630.0,,211818094.975619,726164137.035967,620177679.884138,468198318.286928,531801681.713072,0.45537,0.021146,78854.0,7.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2012,51.9,16326.43153174249,94.7,88.4,97.1,1820.07,743146341463415.0,8,7735804398740220.0,8547946143266630.0,,135590292.405501,674917027.281691,189492680.312808,513393851.644947,486606148.355053,7.305888,0.027025,72975.0,8.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2013,53.0615,16648.50692927213,95.3,89.4,97.5,1956.82,748609756097561.0,8,7735804398740220.0,8547946143266630.0,,136699552.397899,669753508.090845,193546939.511256,513413747.957733,486586252.042267,7.265115,0.026687,73313.0,8.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2014,55.4904,17615.10889435831,95.9,90.7,97.8,2050.11,744658536585366.0,8,7735804398740220.0,8547946143266630.0,,138046441.661979,664196171.095264,197757387.242757,51362500.102098,48637499.897902,7.223938,0.026349,73651.0,8.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2015,56.6563,18384.75357245802,96.6,92.3,98.1,2249.44,746146341463415.0,8,7735804398740220.0,8547946143266630.0,,139073512.469563,658828672.924077,20209781.460636,513843018.414307,486156981.585693,7.177991,,73.99,8.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2016,59.8255,20064.9079467146,97.3,94.2,98.4,2381.77,748121951219512.0,8,7735804398740220.0,8547946143266630.0,,140249211.707888,653990271.954816,205760516.337296,514073928.990433,485926071.009567,7.127822,0.025671,74329.0,8.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2017,63.4101,21455.87549617533,98.1,96.0,98.8,2539.25,748146341463415.0,8,7735804398740220.0,8547946143266630.0,,141712005.939254,649588436.261308,208699557.799437,514383159.337196,485616840.662804,7.075947,0.025331,74669.0,8.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2018,64.782,22976.29090170385,98.7,97.4,99.1,2710.34,749634146341464.0,8,7735804398740220.0,8547946143266630.0,,143011088.444414,645280031.853111,211708879.702475,514727649.939229,485272350.060771,7.025037,0.024992,75008.0,8.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2019,67.947,25433.9001637477,99.2,98.4,99.4,2888.37,751121951219512.0,8,7735804398740220.0,8547946143266630.0,,143870039.419572,641335371.141353,214794589.439076,515080778.081015,484919221.918985,6.975761,0.024653,75347.0,8.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2020,70.1625,25862.2931027806,99.7,99.4,99.8,3050.43,736585365853659.0,8,7735804398740220.0,8547946143266630.0,,144317525.598343,638814581.406739,216867892.994918,515480730.789489,484519269.210511,6.934015,0.024314,75686.0,8.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2021,75.2714,29536.67806319097,99.8,99.5,99.9,3276.88,714634146341463.0,8,981699981689453.0,986900024414062.0,98.4199981689453,144832752.684931,638135029.889597,217032217.425472,515757300.364609,484242699.635391,6.877743,0.023975,76025.0,8.0,0
Bulgaria,BGR,Europe & Central Asia,High income,2022,79.1269,34625.47142211403,100.0,99.6,100.0,3496.68,743609756097561.0,8,7735804398740220.0,8547946143266630.0,,145392290.265379,637634737.521873,216972972.212748,515891468.098398,484108531.901603,6.643324,0.023637,76363.0,8.0,0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2012,3.72503,1571.838844773145,89.81835138387484,,54.3,8.34368,57619.0,7,7735804398740220.0,8547946143266630.0,,456317903.375363,516719555.176314,269625414.483231,503551856.546539,496448143.453461,17.172287,0.074233,25767.0,7.0,0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2013,5.0,1642.892131257765,89.81835138387484,1.0,55.5,7.32506,57823.0,7,7735804398740220.0,8547946143266630.0,,456185499.866095,517114608.653578,266998914.803269,503387856.138279,496612143.861721,17.695409,0.073654,26346.0,7.0,0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2014,6.0,1661.317737937569,89.81835138387484,,58.4,2.96663,58359.0,7,26.0,44.0,35.0,455777738.025277,517927902.530963,262943594.437597,503216935.663481,496783064.336519,18.229461,0.073066,26934.0,7.0,0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2018,8.5,2073.323538215504,89.81835138387484,7786486932819900.0,62.3,6.76084,60047.0,7,31.0,49.0,39.0,448544883.015642,525907037.810603,255480791.737547,502359419.616779,497640580.383221,20.438288,0.070642,29358.0,7.0,0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2019,9.27181,2232.162820165852,89.81835138387484,7786486932819900.0,64.6,5.731809999999999,60039.0,7,25.0,35.0,30.0,445027699.590484,529380433.430521,255918669.789944,502272855.969098,497727144.030902,20.961952,7.002e-05,29.98,7.0,0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2021,18.114,2486.430931477617,19.0,7786486932819900.0,67.6,7.406600000000001,59.27,7,310312004089355.0,441221809387207.0,36.9673805236816,435166435.760678,53904178.280731,257917814.320124,501999795.955889,498000204.044111,21.995243,6.876e-05,31.24,7.0,0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2022,19.9237,2641.870112769691,89.81835138387484,,60.5,6.69065,59766.0,7,291200008392334.0,400699996948242.0,34.4900016784668,429683169.274423,544370275.967141,259465547.584363,50191747.413117,49808252.586883,22.509038,0.068123,31877.0,7.0,0
Burundi,BDI,Sub-Saharan Africa,Low income,2013,1.26422,687.3659200777057,89.81835138387484,1.0,52.4,1.46944,59235.0,7,7735804398740220.0,8547946143266630.0,,460604910.817882,517106229.076444,222888601.056743,504338827.517944,495661172.482056,10.439341,0.088518,11482.0,7.0,0
Burundi,BDI,Sub-Saharan Africa,Low income,2014,1.04239,724.3603574913845,7.0,1.0,52.1,1.57411,59868.0,7,55.0,70.0,62.0,464060513.053708,513816362.371271,221231245.750205,504141841.329078,495858158.670922,10.799785,0.088224,11776.0,7.0,0
Burundi,BDI,Sub-Saharan Africa,Low income,2015,2.0,797.4262344068833,89.81835138387484,,56.5,2.50824,60217.0,7,7735804398740220.0,8547946143266630.0,,470438910.603046,507329704.786026,222313846.109284,504022374.494901,495977625.505099,11.04758,0.087922,12078.0,7.0,0
Burundi,BDI,Sub-Saharan Africa,Low income,2016,2.2,771.9874337175411,89.81835138387484,,57.6,2.88715,60793.0,7,594406814575195.0,73296989440918.0,65.6877365112305,477164543.001255,500141465.984415,226939910.143298,503936357.745587,496063642.254413,11.239451,0.087612,12388.0,7.0,0
Burundi,BDI,Sub-Saharan Africa,Low income,2017,2.66075,761.2692572212898,89.81835138387484,,61.8,3.40148,61553.0,6,61.0,76.0,68.0,479494144.399615,497345082.830426,231607727.699591,503818276.592494,496181723.407506,11.506762,0.087294,12706.0,6.0,0
Burundi,BDI,Sub-Saharan Africa,Low income,2018,4.0,753.4555160661947,89.81835138387484,2.0,59.8,3.31803,61688.0,6,7735804398740220.0,8547946143266630.0,,477613751.940858,498778863.700716,236073843.584262,503681790.869489,496318209.130511,11.859446,0.086968,13032.0,6.0,0
Burundi,BDI,Sub-Saharan Africa,Low income,2019,6.1,779.1979906533633,89.81835138387484,2.0,60.8,3.17494,62351.0,6,7735804398740220.0,8547946143266630.0,,473474188.162847,502513129.688442,240126821.487113,503548535.629824,496451464.370176,12.255336,0.086634,13366.0,6.0,0
Burundi,BDI,Sub-Saharan Africa,Low income,2020,9.17302,786.5158306746484,89.81835138387484,0.9,60.5,3.35261,61566.0,6,7735804398740220.0,8547946143266630.0,,469567456.255177,506081895.938159,243506478.066639,503453188.213143,496546811.786857,12.617036,0.086292,13708.0,6.0,0
Burundi,BDI,Sub-Saharan Africa,Low income,2021,10.1846,836.6655713378286,89.81835138387484,,62.8,3.04886,61663.0,6,7735804398740220.0,8547946143266630.0,,465191285.028635,510189922.371954,24618792.599411,503384101.214602,496615898.785398,12.965481,0.085942,14058.0,6.0,0
Burundi,BDI,Sub-Saharan Africa,Low income,2022,11.275,888.5181583869276,89.81835138387484,,64.0,3.00651,61977.0,6,694400024414062.0,818399963378906.0,75.5400009155273,459888909.303456,515252590.861977,248584998.345669,503324163.167643,496675836.832357,13.321097,0.085583,14417.0,6.0,0
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2012,34.74,6318.061087233644,83.2,69.5,91.4,387.788,74484.0,6,80.0,90.0,85.0,304464259.554062,64647967.106484,490560693.810979,495053276.166851,504946723.833149,0.511955,0.037179,62821.0,6.0,0
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2013,37.5,6367.280013225015,84.3,71.5,91.7,413.92,75059.0,6,7735804398740220.0,8547946143266630.0,,297566499.097076,652871296.793401,495622041.095222,494683000.634487,505316999.365513,0.512225,0.036683,63317.0,6.0,0
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2014,40.26,6416.833011509767,85.3,73.8,91.9,372.341,75.24,6,7735804398740220.0,8547946143266630.0,,291915003.254767,657685397.271852,503995994.733817,494288792.682784,505711207.317216,0.512326,3.619e-05,63.81,6.0,0
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2015,42.683,6773.486799693858,86.4,76.2,92.1,323.345,74.62,6,82.0,92.0,87.0,287705640.294032,660728522.122158,515658375.838101,493876770.369619,506123229.630381,0.512394,3.57e-05,64.3,6.0,0
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2016,50.3228,7350.753587267269,87.5,78.8,92.3,303.207,75742.0,6,7735804398740220.0,8547946143266630.0,,285198939.820058,661794989.605983,530060705.739585,493448495.182947,506551504.817053,0.512554,0.035216,64784.0,6.0,0
